#file,rigging_db.csv
version,rev56
id,section,en,it,es,vanguard,victory,agamemnon,bounty,diana
753,38 guns,FORE TOPMAST,Buntlines,Caricaboline del parrocchetto,,63,,2.50,,20.21,063-ShipOf38Guns.jpg,,,,951,951
754,38 guns,FORE TOPMAST,Leechlines,Caricascotte/leechlines del parrocchetto,,63,,2,,16.17,063-ShipOf38Guns.jpg,,,,951,951
755,38 guns,FORE TOPMAST,Bowlines,Boline del parrocchetto,,63,,2.50,,20.21,063-ShipOf38Guns.jpg,,,,951,951
756,38 guns,FORE TOPMAST,Sheets,Scotte del parrocchetto,,63,,5.50,,44.47,063-ShipOf38Guns.jpg,,,,951,951
757,38 guns,MAIN MAST,"Shrouds, cabled fine",Sartie maestre,,64,,9,,72.77,064-ShipOf38Guns.jpg,,,,951,951
758,38 guns,MAIN MAST,Ratling,Griselle maestre,,64,,1.50,,12.13,064-ShipOf38Guns.jpg,,,,951,951
759,38 guns,MAIN MAST,"Stay, cabled 4 strands fine",Strallo maestro,,64,,14,,113.19,064-ShipOf38Guns.jpg,,,,951,951
760,38 guns,MAIN MAST,"Preventer stay, cabled 4 strands fine",Controstrallo maestro,,64,,9.50,,76.81,064-ShipOf38Guns.jpg,,,,951,951
761,38 guns,MAIN MAST,Catharpin legs,Catarpine maestre,,64,,5,,40.43,064-ShipOf38Guns.jpg,,,,951,951
762,38 guns,MAIN MAST,Jeers — tye,Jeers/drizza del pennone maestro,,64,,6,,48.51,064-ShipOf38Guns.jpg,,,,951,951
763,38 guns,MAIN MAST,Yard tackle pendants,Pendenti dei paranchi del pennone maestro,,64,,5.50,,44.47,064-ShipOf38Guns.jpg,,,,951,951
764,38 guns,MAIN MAST,Braces,Bracci del pennone maestro,,64,,3.50,,28.30,064-ShipOf38Guns.jpg,,,,951,951
765,38 guns,MAIN MAST,Brace pendants,Pendenti dei bracci maestri,,64,,4.50,,36.38,064-ShipOf38Guns.jpg,,,,951,951
766,38 guns,MAIN MAST,Lifts,Amantigli del pennone maestro,,64,,3.50,,28.30,064-ShipOf38Guns.jpg,,,,951,951
767,38 guns,MAIN COURSE,Clew-garnets,Caricascotte della maestra,,65,,3,,24.26,065-ShipOf38Guns.jpg,,,,951,951
768,38 guns,MAIN COURSE,Buntline legs,Caricaboline della maestra,,65,,2.50,,20.21,065-ShipOf38Guns.jpg,,,,951,951
769,38 guns,MAIN COURSE,Leechline legs,Leechlines della maestra,,65,,2,,16.17,065-ShipOf38Guns.jpg,,,,951,951
770,38 guns,MAIN COURSE,Slablines,Slablines della maestra,,65,,2,,16.17,065-ShipOf38Guns.jpg,,,,951,951
771,38 guns,MAIN COURSE,Bowlines,Boline della maestra,,65,,3.50,,28.30,065-ShipOf38Guns.jpg,,,,951,951
772,38 guns,MAIN COURSE,"Sheets, cabled",Scotte della maestra,,65,,5.50,,44.47,065-ShipOf38Guns.jpg,,,,951,951
773,38 guns,MAIN COURSE,"Tacks, taper and cabled",Mure della maestra,,65,,7,,56.60,065-ShipOf38Guns.jpg,,,,951,951
774,38 guns,MAIN TOPMAST,Burton pendants,Pendenti Burton di gabbia maestra,,65,,4,,32.34,065-ShipOf38Guns.jpg,,,,951,951
775,38 guns,MAIN TOPMAST,"Shrouds, fine",Sartie di gabbia maestra,,65,,5.50,,44.47,065-ShipOf38Guns.jpg,,,,951,951
776,38 guns,MAIN TOPMAST,Ratling,Griselle di gabbia maestra,,65,,1,,8.09,065-ShipOf38Guns.jpg,,,,951,951
777,38 guns,MAIN TOPMAST,"Standing backstays, fine",Paterazzi fissi di gabbia maestra,,65,,5.50,,44.47,065-ShipOf38Guns.jpg,,,,951,951
778,38 guns,MAIN TOPMAST,Breast backstay runners,Corridori paterazzi laterali di gabbia,,65,,3.50,,28.30,065-ShipOf38Guns.jpg,,,,951,951
779,38 guns,MAIN TOPMAST,"Stay, cabled 4 strands fine",Strallo di gabbia maestra,,65,,6,,48.51,065-ShipOf38Guns.jpg,,,,951,951
780,38 guns,MAIN TOPMAST,"Preventer stay, cabled 4 strands fine",Controstrallo di gabbia maestra,,65,,4.50,,36.38,065-ShipOf38Guns.jpg,,,,951,951
781,38 guns,MAIN TOPMAST,"Shifting backstays, fine",Paterazzi volanti di gabbia maestra,,65,,5.50,,44.47,065-ShipOf38Guns.jpg,,,,951,951
782,38 guns,MAIN TOPMAST,"Futtock shrouds, fine",Sartie di coffa di gabbia maestra,,65,,5.50,,44.47,065-ShipOf38Guns.jpg,,,,951,951
783,38 guns,MAIN TOPMAST,"Top rope pendants, fine",Pendenti top-rope di gabbia maestra,,65,,7,,56.60,065-ShipOf38Guns.jpg,,,,951,951
784,38 guns,MAIN TOPGALLANT,Shrouds,Sartie di velaccio maestro,,66,,3,,24.26,066-ShipOf38Guns.jpg,,,,951,951
785,38 guns,MAIN TOPGALLANT,Standing backstays,Paterazzi fissi di velaccio maestro,,66,,3,,24.26,066-ShipOf38Guns.jpg,,,,951,951
786,38 guns,MAIN TOPGALLANT,"Stay, cabled 4 strands",Strallo di velaccio maestro,,66,,3.50,,28.30,066-ShipOf38Guns.jpg,,,,951,951
787,38 guns,MAIN TOPGALLANT,Tye,Tye/drizza del velaccio maestro,,66,,3,,24.26,066-ShipOf38Guns.jpg,,,,951,951
788,38 guns,MAIN TOPGALLANT,Braces,Bracci del velaccio maestro,,66,,1.50,,12.13,066-ShipOf38Guns.jpg,,,,951,951
789,38 guns,MAIN TOPGALLANT,"Lifts, single",Amantigli del velaccio maestro,,66,,2.50,,20.21,066-ShipOf38Guns.jpg,,,,951,951
790,38 guns,MAIN TOPGALLANT,Clewlines,Imbrogli del velaccio maestro,,66,,1.50,,12.13,066-ShipOf38Guns.jpg,,,,951,951
791,38 guns,MAIN TOPGALLANT,Bowlines,Boline del velaccio maestro,,66,,1.50,,12.13,066-ShipOf38Guns.jpg,,,,951,951
792,38 guns,MIZEN MAST,"Shrouds, fine",Sartie di mezzana,,67,,5.50,,44.47,067-ShipOf38Guns.jpg,,,,951,951
793,38 guns,MIZEN MAST,Ratling,Griselle di mezzana,,67,,1,,8.09,067-ShipOf38Guns.jpg,,,,951,951
794,38 guns,MIZEN MAST,"Stay, cabled 4 strands fine",Strallo di mezzana,,67,,6,,48.51,067-ShipOf38Guns.jpg,,,,951,951
795,38 guns,MIZEN MAST,Jeers,Jeers della mezzana,,67,,4,,32.34,067-ShipOf38Guns.jpg,,,,951,951
796,38 guns,MIZEN MAST,Vang pendants,Pendenti dei vang della mezzana,,67,,3.50,,28.30,067-ShipOf38Guns.jpg,,,,951,951
797,38 guns,MIZEN MAST,Bowlines,Boline della mezzana,,67,,2.50,,20.21,067-ShipOf38Guns.jpg,,,,951,951
798,38 guns,CROSS-JACK YARD,Braces,Bracci della vergasecca,,67,,2,,16.17,067-ShipOf38Guns.jpg,,,,951,951
799,38 guns,CROSS-JACK YARD,"Lifts, running",Amantigli della vergasecca,,67,,2,,16.17,067-ShipOf38Guns.jpg,,,,951,951
800,38 guns,MIZEN TOPMAST,"Shrouds, fine",Sartie di contromezzana,,67,,3.50,,28.30,067-ShipOf38Guns.jpg,,,,951,951
801,38 guns,MIZEN TOPMAST,Ratling,Griselle di contromezzana,,67,,1,,8.09,067-ShipOf38Guns.jpg,,,,951,951
802,38 guns,MIZEN TOPMAST,"Standing backstays, fine",Paterazzi fissi di contromezzana,,67,,3.50,,28.30,067-ShipOf38Guns.jpg,,,,951,951
803,38 guns,MIZEN TOPMAST,"Stay, cabled 4 strands fine",Strallo di contromezzana,,67,,4,,32.34,067-ShipOf38Guns.jpg,,,,951,951
804,38 guns,MIZEN TOPGALLANT,Shrouds,Sartie di belvedere,,68,,2,,16.17,068-ShipOf38Guns.jpg,,,,951,951
805,38 guns,MIZEN TOPGALLANT,Backstays,Paterazzi di belvedere,,68,,2,,16.17,068-ShipOf38Guns.jpg,,,,951,951
806,38 guns,MIZEN TOPGALLANT,Stay,Strallo di belvedere,,68,,2.50,,20.21,068-ShipOf38Guns.jpg,,,,951,951
807,38 guns,MIZEN TOPGALLANT,Tye,Tye/drizza di belvedere,,68,,2,,16.17,068-ShipOf38Guns.jpg,,,,951,951
808,38 guns,NECESSARY ROPES,"Viol, cabled",Viol / grande cavo di tonneggio,,68,,10,,80.85,068-ShipOf38Guns.jpg,,,,951,951
809,38 guns,NECESSARY ROPES,Winding tackle pendant,Pendante del paranco di tonneggio,,68,,9.50,,76.81,068-ShipOf38Guns.jpg,,,,951,951
810,38 guns,NECESSARY ROPES,Cat falls,Cavi di caponatura dell'ancora,,68,,4,,32.34,068-ShipOf38Guns.jpg,,,,951,951
811,38 guns,NECESSARY ROPES,Fish tackle pendant,Pendante del paranco di pescaggio dell'ancora,,68,,7,,56.60,068-ShipOf38Guns.jpg,,,,951,951
812,38 guns,NECESSARY ROPES,Fish tackle fall,Corrente del paranco di pescaggio dell'ancora,,68,,3.50,,28.30,068-ShipOf38Guns.jpg,,,,951,951
813,38 guns,NECESSARY ROPES,Anchor stock tackle fall,Corrente paranco del ceppo d'ancora,,68,,2.50,,20.21,068-ShipOf38Guns.jpg,,,,951,951
814,38 guns,NECESSARY ROPES,Bill pendant,Pendante Bill,,68,,4.50,,36.38,068-ShipOf38Guns.jpg,,,,951,951
815,38 guns,NECESSARY ROPES,Stoppers — sheet/best/small bower/spare,Bozze delle ancore principali,,68,,6.50,,52.55,068-ShipOf38Guns.jpg,,,,951,951
816,38 guns,NECESSARY ROPES,"Wing, cabled",Cavo wing,,68,,6,,48.51,068-ShipOf38Guns.jpg,,,,951,951
817,38 guns,NECESSARY ROPES,Dog,Cavo dog,,68,,6,,48.51,068-ShipOf38Guns.jpg,,,,951,951
818,38 guns,NECESSARY ROPES,"Stream anchor, cabled",Gomena dell'ancora di corrente,,68,,4,,32.34,068-ShipOf38Guns.jpg,,,,951,951
819,38 guns,NECESSARY ROPES,Kedge,Gomena dell'ancorotto,,68,,3,,24.26,068-ShipOf38Guns.jpg,,,,951,951
820,38 guns,NECESSARY ROPES,"Deck & bit, cabled",Cavi di coperta e bitte,,68,,8.50,,68.72,068-ShipOf38Guns.jpg,,,,951,951
821,38 guns,NECESSARY ROPES,Shank painters — sheet anchor,Shank painter dell'ancora di posta,,69,,5.50,,44.47,069-ShipOf38Guns.jpg,,,,951,951
822,38 guns,NECESSARY ROPES,Shank painters — best bower,Shank painter best bower,,69,,5.50,,44.47,069-ShipOf38Guns.jpg,,,,951,951
823,38 guns,NECESSARY ROPES,Shank painters — small bower,Shank painter small bower,,69,,5.50,,44.47,069-ShipOf38Guns.jpg,,,,951,951
824,38 guns,NECESSARY ROPES,Shank painters — spare,Shank painter di rispetto,,69,,5.50,,44.47,069-ShipOf38Guns.jpg,,,,951,951
825,38 guns,NECESSARY ROPES,Buoy ropes — sheet anchor,Cima boa dell'ancora di posta,,69,,5.50,,44.47,069-ShipOf38Guns.jpg,,,,951,951
826,38 guns,NECESSARY ROPES,Buoy ropes — best bower,Cima boa best bower,,69,,5.50,,44.47,069-ShipOf38Guns.jpg,,,,951,951
827,38 guns,NECESSARY ROPES,Buoy ropes — small bower,Cima boa small bower,,69,,5.50,,44.47,069-ShipOf38Guns.jpg,,,,951,951
828,38 guns,NECESSARY ROPES,"Stream anchor, cabled",Gomena ancora di corrente,,69,,3,,24.26,069-ShipOf38Guns.jpg,,,,951,951
829,38 guns,NECESSARY ROPES,"Kedge, cabled",Gomena ancorotto,,69,,3,,24.26,069-ShipOf38Guns.jpg,,,,951,951
830,38 guns,NECESSARY ROPES,"Rudder pendants, cabled",Pendenti del timone,,69,,5,,40.43,069-ShipOf38Guns.jpg,,,,951,951
831,38 guns,NECESSARY ROPES,Gun,Cordame per cannone (voce Steel 'Gun'),,69,,6,,48.51,069-ShipOf38Guns.jpg,,,,951,951
832,38 guns,LONGBOAT,Burton pendants,Pendenti Burton della lancia,,69,,3.50,,28.30,069-ShipOf38Guns.jpg,,,,951,951
833,38 guns,LONGBOAT,Shrouds,Sartie della lancia,,69,,3,,24.26,069-ShipOf38Guns.jpg,,,,951,951
834,38 guns,LONGBOAT,Stay,Strallo della lancia,,69,,3.50,,28.30,069-ShipOf38Guns.jpg,,,,951,951
835,38 guns,LONGBOAT,Tye,Tye della lancia,,69,,1.50,,12.13,069-ShipOf38Guns.jpg,,,,951,951
836,38 guns,LONGBOAT,Main halliard,Drizza maestra della lancia,,69,,1.50,,12.13,069-ShipOf38Guns.jpg,,,,951,951
837,38 guns,LONGBOAT,"Boat-rope, cabled",Cavo della lancia,,69,,6,,48.51,069-ShipOf38Guns.jpg,,,,951,951
838,38 guns,PINNACE,Halliards main and fore,Drizze maestra e trinchetto della pinnaccia,,70,,1.50,,12.13,070-ShipOf38Guns.jpg,,,,951,951
839,38 guns,PINNACE,Sheets,Scotte della pinnaccia,,70,,1.50,,12.13,070-ShipOf38Guns.jpg,,,,951,951
840,38 guns,PINNACE,"Grapnel-rope, cabled",Gomena del grappino della pinnaccia,,70,,3.50,,28.30,070-ShipOf38Guns.jpg,,,,951,951
841,38 guns,PINNACE,Painter,Barbetta della pinnaccia,,70,,3.50,,28.30,070-ShipOf38Guns.jpg,,,,951,951
842,38 guns,YAWL OR CUTTER,Halliards (if cutters),Drizze della iole/cutter,,70,,1,,8.09,070-ShipOf38Guns.jpg,,,,951,951
843,38 guns,YAWL OR CUTTER,Sheets,Scotte della iole/cutter,,70,,2 / 1.5,,14.15,070-ShipOf38Guns.jpg,,,,951,951
844,38 guns,YAWL OR CUTTER,"Grapnel-rope, cabled",Gomena del grappino della iole/cutter,,70,,5,,40.43,070-ShipOf38Guns.jpg,,,,951,951
845,38 guns,YAWL OR CUTTER,Painter,Barbetta della iole/cutter,,70,,3.50,,28.30,070-ShipOf38Guns.jpg,,,,951,951
846,36 guns,BOWSPRIT,Woolding,BOMPRESSO — Cerchiatura/legatura del bompresso,,71,,3,,24.26,071-ShipOf36Guns.jpg,BOWSPRIT — Woolding,,,871,871
847,36 guns,BOWSPRIT,Gammonings,BOMPRESSO — Legature (gammoning) del bompresso,,71,,6,,48.51,071-ShipOf36Guns.jpg,BOWSPRIT — Gammonings,,,871,871
848,36 guns,BOWSPRIT,"Shrouds, fine",BOMPRESSO — Briglie/sartie del bompresso,,71,,6,,48.51,071-ShipOf36Guns.jpg,"BOWSPRIT — Shrouds, fine",,,871,871
849,36 guns,BOWSPRIT,"Bobstays, cabled fine",BOMPRESSO — Stragli inferiori del bompresso (bobstays),,71,,7,,56.60,071-ShipOf36Guns.jpg,"BOWSPRIT — Bobstays, cabled fine",,,871,871
850,36 guns,SPRITSAIL,Braces,CIVADA — Bracci del pennone di civada,,71,,2.50,,20.21,071-ShipOf36Guns.jpg,SPRITSAIL — Braces,,,871,871
851,36 guns,SPRITSAIL,Lifts,CIVADA — Amantigli del pennone di civada,,71,,2.50,,20.21,071-ShipOf36Guns.jpg,SPRITSAIL — Lifts,,,871,871
852,36 guns,SPRITSAIL,Halliard,CIVADA — Drizza del pennone di civada,,71,,2.50,,20.21,071-ShipOf36Guns.jpg,SPRITSAIL — Halliard,,,871,871
853,36 guns,SPRITSAIL,Clew-lines,CIVADA — Imbrogli della civada,,71,,2,,16.17,071-ShipOf36Guns.jpg,SPRITSAIL — Clew-lines,,,871,871
854,36 guns,SPRITSAIL,Buntlines,CIVADA — Caricaboline della civada,,71,,2,,16.17,071-ShipOf36Guns.jpg,SPRITSAIL — Buntlines,,,871,871
855,36 guns,SPRITSAIL,"Sheets, cabled single",CIVADA — Scotte della civada,,71,,3.50,,28.30,071-ShipOf36Guns.jpg,"SPRITSAIL — Sheets, cabled single",,,871,871
856,36 guns,FORE MAST,"Shrouds, cabled fine",ALBERO DI TRINCHETTO — Sartie di trinchetto,,72,,8.50,,68.72,072-ShipOf36Guns.jpg,"FORE MAST — Shrouds, cabled fine",,,871,871
857,36 guns,FORE MAST,Ratling,ALBERO DI TRINCHETTO — Griselle di trinchetto,,72,,1.50,,12.13,072-ShipOf36Guns.jpg,FORE MAST — Ratling,,,871,871
858,36 guns,FORE MAST,"Stay, cabled fine 4 strands",ALBERO DI TRINCHETTO — Strallo di trinchetto,,72,,13,,105.11,072-ShipOf36Guns.jpg,"FORE MAST — Stay, cabled fine 4 strands",,,871,871
859,36 guns,FORE MAST,"Preventer stay, cabled 4 strands fine",ALBERO DI TRINCHETTO — Controstrallo di trinchetto,,72,,8.50,,68.72,072-ShipOf36Guns.jpg,"FORE MAST — Preventer stay, cabled 4 strands fine",,,871,871
860,36 guns,FORE MAST,Catharpin legs,ALBERO DI TRINCHETTO — Catarpine di trinchetto,,72,,5,,40.43,072-ShipOf36Guns.jpg,FORE MAST — Catharpin legs,,,871,871
861,36 guns,FORE MAST,Jeers — tye,ALBERO DI TRINCHETTO — Jeers/drizza del pennone di trinchetto,,72,,5.50,,44.47,072-ShipOf36Guns.jpg,FORE MAST — Jeers — tye,,,871,871
862,36 guns,FORE MAST,Yard tackle pendants,ALBERO DI TRINCHETTO — Pendenti dei paranchi del pennone di trinchetto,,72,,5.50,,44.47,072-ShipOf36Guns.jpg,FORE MAST — Yard tackle pendants,,,871,871
863,36 guns,FORE MAST,Braces,ALBERO DI TRINCHETTO — Bracci del pennone di trinchetto,,72,,3.50,,28.30,072-ShipOf36Guns.jpg,FORE MAST — Braces,,,871,871
864,36 guns,FORE MAST,Brace pendants,ALBERO DI TRINCHETTO — Pendenti dei bracci di trinchetto,,72,,4.50,,36.38,072-ShipOf36Guns.jpg,FORE MAST — Brace pendants,,,871,871
865,36 guns,FORE TOPMAST,Burton pendants,ALBERETTO DI PARROCCHETTO — Pendenti Burton di parrocchetto,,73,,4.50,,36.38,073-ShipOf36Guns.jpg,FORE TOPMAST — Burton pendants,,,871,871
866,36 guns,FORE TOPMAST,"Shrouds, fine",ALBERETTO DI PARROCCHETTO — Sartie di parrocchetto,,73,,5.50,,44.47,073-ShipOf36Guns.jpg,"FORE TOPMAST — Shrouds, fine",,,871,871
867,36 guns,FORE TOPMAST,Ratling,ALBERETTO DI PARROCCHETTO — Griselle di parrocchetto,,73,,1,,8.09,073-ShipOf36Guns.jpg,FORE TOPMAST — Ratling,,,871,871
868,36 guns,FORE TOPMAST,"Standing backstays, fine",ALBERETTO DI PARROCCHETTO — Paterazzi fissi di parrocchetto,,73,,5.50,,44.47,073-ShipOf36Guns.jpg,"FORE TOPMAST — Standing backstays, fine",,,871,871
869,36 guns,FORE TOPMAST,Breast backstay runners,ALBERETTO DI PARROCCHETTO — Corridori dei paterazzi laterali di parrocchetto,,73,,3.50,,28.30,073-ShipOf36Guns.jpg,FORE TOPMAST — Breast backstay runners,,,871,871
870,36 guns,FORE TOPMAST,"Stay, cabled 4 strands fine",ALBERETTO DI PARROCCHETTO — Strallo di parrocchetto,,73,,6,,48.51,073-ShipOf36Guns.jpg,"FORE TOPMAST — Stay, cabled 4 strands fine",,,871,871
871,36 guns,FORE TOPMAST,"Preventer stay, cabled 4 strands fine",ALBERETTO DI PARROCCHETTO — Controstrallo di parrocchetto,,73,,4.50,,36.38,073-ShipOf36Guns.jpg,"FORE TOPMAST — Preventer stay, cabled 4 strands fine",,,871,871
872,36 guns,FORE TOPMAST,"Shifting backstays, fine",ALBERETTO DI PARROCCHETTO — Paterazzi volanti di parrocchetto,,73,,5.50,,44.47,073-ShipOf36Guns.jpg,"FORE TOPMAST — Shifting backstays, fine",,,871,871
873,36 guns,FORE TOPMAST,"Futtock shrouds, fine",ALBERETTO DI PARROCCHETTO — Sartie di coffa di parrocchetto,,73,,5.50,,44.47,073-ShipOf36Guns.jpg,"FORE TOPMAST — Futtock shrouds, fine",,,871,871
874,36 guns,FORE TOPMAST,"Top rope pendants, fine",ALBERETTO DI PARROCCHETTO — Pendenti del top-rope di parrocchetto,,73,,7,,56.60,073-ShipOf36Guns.jpg,"FORE TOPMAST — Top rope pendants, fine",,,871,871
875,36 guns,FORE TOPMAST,Tye,ALBERETTO DI PARROCCHETTO — Tye/drizza del parrocchetto,,73,,4.50,,36.38,073-ShipOf36Guns.jpg,FORE TOPMAST — Tye,,,871,871
876,36 guns,FORE TOPMAST,Braces,ALBERETTO DI PARROCCHETTO — Bracci del parrocchetto,,73,,3,,24.26,073-ShipOf36Guns.jpg,FORE TOPMAST — Braces,,,871,871
877,36 guns,FORE TOPMAST,Lifts,ALBERETTO DI PARROCCHETTO — Amantigli del parrocchetto,,73,,3,,24.26,073-ShipOf36Guns.jpg,FORE TOPMAST — Lifts,,,871,871
878,36 guns,FORE TOPMAST,Clewlines,ALBERETTO DI PARROCCHETTO — Imbrogli del parrocchetto,,73,,3,,24.26,073-ShipOf36Guns.jpg,FORE TOPMAST — Clewlines,,,871,871
879,36 guns,FORE TOPMAST,Buntlines,ALBERETTO DI PARROCCHETTO — Caricaboline del parrocchetto,,73,,2.50,,20.21,073-ShipOf36Guns.jpg,FORE TOPMAST — Buntlines,,,871,871
880,36 guns,FORE TOPMAST,Leechlines,ALBERETTO DI PARROCCHETTO — Caricascotte/leechlines del parrocchetto,,73,,2,,16.17,073-ShipOf36Guns.jpg,FORE TOPMAST — Leechlines,,,871,871
881,36 guns,FORE TOPMAST,Bowlines,ALBERETTO DI PARROCCHETTO — Boline del parrocchetto,,73,,2.50,,20.21,073-ShipOf36Guns.jpg,FORE TOPMAST — Bowlines,,,871,871
882,36 guns,FORE TOPMAST,Sheets,ALBERETTO DI PARROCCHETTO — Scotte del parrocchetto,,73,,5.50,,44.47,073-ShipOf36Guns.jpg,FORE TOPMAST — Sheets,,,871,871
883,36 guns,MAIN MAST,"Shrouds, cabled fine",ALBERO MAESTRO — Sartie maestre,,74,,8.50,,68.72,074-ShipOf36Guns.jpg,"MAIN MAST — Shrouds, cabled fine",,,871,871
884,36 guns,MAIN MAST,Ratling,ALBERO MAESTRO — Griselle maestre,,74,,1.50,,12.13,074-ShipOf36Guns.jpg,MAIN MAST — Ratling,,,871,871
885,36 guns,MAIN MAST,"Stay, cabled 4 strands fine",ALBERO MAESTRO — Strallo maestro,,74,,14.50,,117.23,074-ShipOf36Guns.jpg,"MAIN MAST — Stay, cabled 4 strands fine",,,871,871
886,36 guns,MAIN MAST,"Preventer stay, cabled 4 strands fine",ALBERO MAESTRO — Controstrallo maestro,,74,,9.50,,76.81,074-ShipOf36Guns.jpg,"MAIN MAST — Preventer stay, cabled 4 strands fine",,,871,871
887,36 guns,MAIN MAST,Catharpin legs,ALBERO MAESTRO — Catarpine maestre,,74,,5,,40.43,074-ShipOf36Guns.jpg,MAIN MAST — Catharpin legs,,,871,871
888,36 guns,MAIN MAST,Jeers — tye,ALBERO MAESTRO — Jeers/drizza del pennone maestro,,74,,6,,48.51,074-ShipOf36Guns.jpg,MAIN MAST — Jeers — tye,,,871,871
889,36 guns,MAIN MAST,Yard tackle pendants,ALBERO MAESTRO — Pendenti dei paranchi del pennone maestro,,74,,5.50,,44.47,074-ShipOf36Guns.jpg,MAIN MAST — Yard tackle pendants,,,871,871
890,36 guns,MAIN MAST,Braces,ALBERO MAESTRO — Bracci del pennone maestro,,74,,3.50,,28.30,074-ShipOf36Guns.jpg,MAIN MAST — Braces,,,871,871
891,36 guns,MAIN MAST,Brace pendants,ALBERO MAESTRO — Pendenti dei bracci maestri,,74,,4.50,,36.38,074-ShipOf36Guns.jpg,MAIN MAST — Brace pendants,,,871,871
892,36 guns,MAIN MAST,Lifts,ALBERO MAESTRO — Amantigli del pennone maestro,,74,,3.50,,28.30,074-ShipOf36Guns.jpg,MAIN MAST — Lifts,,,871,871
893,36 guns,MAIN COURSE,Clew-garnets,VELA MAESTRA — Caricascotte della maestra,,75,,3,,24.26,075-ShipOf36Guns.jpg,MAIN COURSE — Clew-garnets,,,871,871
894,36 guns,MAIN COURSE,Buntline legs,VELA MAESTRA — Caricaboline della maestra,,75,,2.50,,20.21,075-ShipOf36Guns.jpg,MAIN COURSE — Buntline legs,,,871,871
895,36 guns,MAIN COURSE,Leechline legs,VELA MAESTRA — Leechlines della maestra,,75,,2,,16.17,075-ShipOf36Guns.jpg,MAIN COURSE — Leechline legs,,,871,871
896,36 guns,MAIN COURSE,Slablines,VELA MAESTRA — Slablines della maestra,,75,,2,,16.17,075-ShipOf36Guns.jpg,MAIN COURSE — Slablines,,,871,871
897,36 guns,MAIN COURSE,Bowlines,VELA MAESTRA — Boline della maestra,,75,,3.50,,28.30,075-ShipOf36Guns.jpg,MAIN COURSE — Bowlines,,,871,871
898,36 guns,MAIN COURSE,"Sheets, cabled",VELA MAESTRA — Scotte della maestra,,75,,5.50,,44.47,075-ShipOf36Guns.jpg,"MAIN COURSE — Sheets, cabled",,,871,871
899,36 guns,MAIN COURSE,"Tacks, taper and cabled",VELA MAESTRA — Mure della maestra,,75,,7,,56.60,075-ShipOf36Guns.jpg,"MAIN COURSE — Tacks, taper and cabled",,,871,871
900,36 guns,MAIN TOPMAST,Burton pendants,ALBERETTO DI GABBIA MAESTRA — Pendenti Burton di gabbia maestra,,75,,4,,32.34,075-ShipOf36Guns.jpg,MAIN TOPMAST — Burton pendants,,,871,871
901,36 guns,MAIN TOPMAST,"Shrouds, fine",ALBERETTO DI GABBIA MAESTRA — Sartie di gabbia maestra,,75,,5.50,,44.47,075-ShipOf36Guns.jpg,"MAIN TOPMAST — Shrouds, fine",,,871,871
902,36 guns,MAIN TOPMAST,Ratling,ALBERETTO DI GABBIA MAESTRA — Griselle di gabbia maestra,,75,,1,,8.09,075-ShipOf36Guns.jpg,MAIN TOPMAST — Ratling,,,871,871
903,36 guns,MAIN TOPMAST,"Standing backstays, fine",ALBERETTO DI GABBIA MAESTRA — Paterazzi fissi di gabbia maestra,,75,,5.50,,44.47,075-ShipOf36Guns.jpg,"MAIN TOPMAST — Standing backstays, fine",,,871,871
904,36 guns,MAIN TOPMAST,Breast backstay runners,ALBERETTO DI GABBIA MAESTRA — Corridori paterazzi laterali di gabbia,,75,,3.50,,28.30,075-ShipOf36Guns.jpg,MAIN TOPMAST — Breast backstay runners,,,871,871
905,36 guns,MAIN TOPMAST,"Stay, cabled 4 strands fine",ALBERETTO DI GABBIA MAESTRA — Strallo di gabbia maestra,,75,,6,,48.51,075-ShipOf36Guns.jpg,"MAIN TOPMAST — Stay, cabled 4 strands fine",,,871,871
906,36 guns,MAIN TOPMAST,"Preventer stay, cabled 4 strands fine",ALBERETTO DI GABBIA MAESTRA — Controstrallo di gabbia maestra,,75,,4.50,,36.38,075-ShipOf36Guns.jpg,"MAIN TOPMAST — Preventer stay, cabled 4 strands fine",,,871,871
907,36 guns,MAIN TOPMAST,"Shifting backstays, fine",ALBERETTO DI GABBIA MAESTRA — Paterazzi volanti di gabbia maestra,,75,,5.50,,44.47,075-ShipOf36Guns.jpg,"MAIN TOPMAST — Shifting backstays, fine",,,871,871
908,36 guns,MAIN TOPMAST,"Futtock shrouds, fine",ALBERETTO DI GABBIA MAESTRA — Sartie di coffa di gabbia maestra,,75,,5.50,,44.47,075-ShipOf36Guns.jpg,"MAIN TOPMAST — Futtock shrouds, fine",,,871,871
909,36 guns,MAIN TOPMAST,"Top rope pendants, fine",ALBERETTO DI GABBIA MAESTRA — Pendenti top-rope di gabbia maestra,,75,,7,,56.60,075-ShipOf36Guns.jpg,"MAIN TOPMAST — Top rope pendants, fine",,,871,871
910,36 guns,MAIN TOPGALLANT,Shrouds,ALBERETTO DI VELACCIO MAESTRO — Sartie di velaccio maestro,,76,,3,,24.26,076-ShipOf36Guns.jpg,MAIN TOPGALLANT — Shrouds,,,871,871
911,36 guns,MAIN TOPGALLANT,Standing backstays,ALBERETTO DI VELACCIO MAESTRO — Paterazzi fissi di velaccio maestro,,76,,3,,24.26,076-ShipOf36Guns.jpg,MAIN TOPGALLANT — Standing backstays,,,871,871
