id,steel_class,section,en,it,es,page,n,circumference_in,length_fathom,real_diameter_mm,source_table,rigging_key,bounty_application,note,tonnage_min,tonnage_max
5595,38 guns,FORE-MAST,Fore mast - Stay cabled fine 4 Strands,Albero di trinchetto - Straglio in cavo fini 4 legnoli,,62,,13,12.5,105.11,062-ShipOf38Guns.jpg,Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5596,38 guns,FORE-MAST,Fore mast - Stay - Seizings,Albero di trinchetto - Straglio - Legature,,62,,1.5,15,12.13,062-ShipOf38Guns.jpg,Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5597,38 guns,FORE-MAST,Fore mast - Stay - Lanyard fine,Albero di trinchetto - Straglio - Corridore fini,,62,,4.5,9,36.38,062-ShipOf38Guns.jpg,Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5598,38 guns,FORE-MAST,Fore mast - Stay - Collar cabled 4 Str. fine double,Albero di trinchetto - Straglio - Collare in cavo 4 Str. fini doppio,,62,,6.5,6,52.55,062-ShipOf38Guns.jpg,Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5599,38 guns,FORE-MAST,Fore mast - Stay - Collar Seizings,Albero di trinchetto - Straglio - Collare Legature,,62,2,1.5,8,12.13,062-ShipOf38Guns.jpg,Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5600,38 guns,FORE-MAST,Fore mast - Stay - Collar Lashing,Albero di trinchetto - Straglio - Collare legatura,,62,,2,5,16.17,062-ShipOf38Guns.jpg,Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5601,38 guns,FORE-MAST,Fore mast - Preventer Stay cabled 4 Str. fine,Albero di trinchetto - Controstraglio in cavo 4 Str. fini,,62,,8.5,12.5,68.72,062-ShipOf38Guns.jpg,Preventer Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5602,38 guns,FORE-MAST,Fore mast - Preventer Stay - Lanyard fine,Albero di trinchetto - Controstraglio - Corridore fini,,62,,3.5,16,28.3,062-ShipOf38Guns.jpg,Preventer Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5603,38 guns,FORE-MAST,Fore mast - Preventer Stay - Collar cabled 4 Str. fine double,Albero di trinchetto - Controstraglio - Collare in cavo 4 Str. fini doppio,,62,,4.5,5,36.38,062-ShipOf38Guns.jpg,Preventer Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5604,38 guns,FORE-MAST,Fore mast - Preventer Stay - Collar Lashing,Albero di trinchetto - Controstraglio - Collare legatura,,62,,1.5,5,12.13,062-ShipOf38Guns.jpg,Preventer Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5605,38 guns,FORE-MAST,Fore mast - Preventer Stay - Collar Seizings,Albero di trinchetto - Controstraglio - Collare Legature,,62,,1.5,12,12.13,062-ShipOf38Guns.jpg,Preventer Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5606,38 guns,FORE-MAST,Fore mast - Catharpin Legs,Albero di trinchetto - Catarpine,,62,4,5,8,40.43,062-ShipOf38Guns.jpg,Catharpin Legs,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5607,38 guns,FORE-MAST,Fore mast - Catharpin Legs - Seizings,Albero di trinchetto - Catarpine - Legature,,62,8,1,32,8.09,062-ShipOf38Guns.jpg,Catharpin Legs,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5608,38 guns,FORE-MAST,Fore mast - Crowfoot for the Top,Albero di trinchetto - Ragnatela della coffa,,62,,1,85,8.09,062-ShipOf38Guns.jpg,Crowfoot for the Top,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5609,38 guns,FORE-MAST,Fore mast - Crowfoot for the Top - Tackle,Albero di trinchetto - Ragnatela della coffa - Paranco,,62,,1,6,8.09,062-ShipOf38Guns.jpg,Crowfoot for the Top,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5610,38 guns,FORE-MAST,Fore mast - Crowfoot for the Top - Tackle Strapping,Albero di trinchetto - Ragnatela della coffa - Paranco Stroppatura,,62,,1,1,8.09,062-ShipOf38Guns.jpg,Crowfoot for the Top,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5611,38 guns,FORE-MAST,Fore mast - Jeers - Tye,Albero di trinchetto - Drizze del pennone - Tira,,62,,5.5,86,44.47,062-ShipOf38Guns.jpg,Jeers,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5612,38 guns,FORE-MAST,Fore mast - Jeers - Falls,Albero di trinchetto - Drizze del pennone - Correnti,,62,,5.5,86,44.47,062-ShipOf38Guns.jpg,Jeers,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5613,38 guns,FORE-MAST,Fore mast - Jeers - Strapping,Albero di trinchetto - Drizze del pennone - Stroppatura,,62,,6.5,16,52.55,062-ShipOf38Guns.jpg,Jeers,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5614,38 guns,FORE-MAST,Fore mast - Jeers - Seizing,Albero di trinchetto - Drizze del pennone - Legatura,,62,,1,24,8.09,062-ShipOf38Guns.jpg,Jeers,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5615,38 guns,FORE-MAST,Fore mast - Jeers - Lashing at the Mast Head,Albero di trinchetto - Drizze del pennone - Legatura alla testa d’albero,,62,,3.5,32,28.3,062-ShipOf38Guns.jpg,Jeers,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5616,38 guns,FORE-MAST,Fore mast - Jeers - Lashing at the Yard,Albero di trinchetto - Drizze del pennone - Legatura al pennone,,62,,2,10,16.17,062-ShipOf38Guns.jpg,Jeers,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5617,38 guns,FORE-MAST,Fore mast - Stoppers,Albero di trinchetto - Bozze,,62,2,4.5,6,36.38,062-ShipOf38Guns.jpg,Stoppers,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5618,38 guns,FORE-MAST,Fore mast - Horses,Albero di trinchetto - Marciapiedi,,62,,4.5,12.5,36.38,062-ShipOf38Guns.jpg,Horses,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5619,38 guns,FORE-MAST,Fore mast - Horses - Stirrups,Albero di trinchetto - Marciapiedi - Staffe,,62,,3,10,24.26,062-ShipOf38Guns.jpg,Horses,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5620,38 guns,FORE-MAST,Fore mast - Horses - Lanyard,Albero di trinchetto - Marciapiedi - Corridore,,62,,2,3.5,16.17,062-ShipOf38Guns.jpg,Horses,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5621,38 guns,FORE-MAST,Fore mast - Yard Tackle Pendants,Albero di trinchetto - Pendenti dei paranchi del pennone,,62,,5.5,7,44.47,062-ShipOf38Guns.jpg,Yard Tackle Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5622,38 guns,FORE-MAST,Fore mast - Yard Tackle Pendants - Falls,Albero di trinchetto - Pendenti dei paranchi del pennone - Correnti,,62,2,3,82,24.26,062-ShipOf38Guns.jpg,Yard Tackle Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5623,38 guns,FORE-MAST,Fore mast - Yard Tackle Pendants - Strapping,Albero di trinchetto - Pendenti dei paranchi del pennone - Stroppatura,,62,,4,7.5,32.34,062-ShipOf38Guns.jpg,Yard Tackle Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5624,38 guns,FORE-MAST,Fore mast - Yard Tackle Pendants - Seizing,Albero di trinchetto - Pendenti dei paranchi del pennone - Legatura,,62,,1,16,8.09,062-ShipOf38Guns.jpg,Yard Tackle Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5625,38 guns,FORE-MAST,Fore mast - Yard Tackle Pendants - Inner Tricing-Lines,Albero di trinchetto - Pendenti dei paranchi del pennone - interno Tricing-Lines,,62,,2,33,16.17,062-ShipOf38Guns.jpg,Yard Tackle Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5626,38 guns,FORE-MAST,Fore mast - Yard Tackle Pendants - Outer Tricing-Lines,Albero di trinchetto - Pendenti dei paranchi del pennone - esterno Tricing-Lines,,62,,1.5,33,12.13,062-ShipOf38Guns.jpg,Yard Tackle Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5627,38 guns,FORE-MAST,Fore mast - Yard Tackle Pendants - Strapping,Albero di trinchetto - Pendenti dei paranchi del pennone - Stroppatura,,62,,2,6,16.17,062-ShipOf38Guns.jpg,Yard Tackle Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5628,38 guns,FORE-MAST,Fore mast - Braces,Albero di trinchetto - Bracci,,62,2,3.5,82,28.3,062-ShipOf38Guns.jpg,Braces,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5629,38 guns,FORE-MAST,Fore mast - Braces - Pendants,Albero di trinchetto - Bracci - Pendenti,,62,2,4.5,9,36.38,062-ShipOf38Guns.jpg,Braces,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5630,38 guns,FORE-MAST,Fore mast - Braces - Preventer,Albero di trinchetto - Bracci - di rispetto,,62,2,3.5,10,28.3,062-ShipOf38Guns.jpg,Braces,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5631,38 guns,FORE-MAST,Fore mast - Braces - Strapping,Albero di trinchetto - Bracci - Stroppatura,,62,,4,4,32.34,062-ShipOf38Guns.jpg,Braces,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5632,38 guns,FORE-MAST,Fore mast - Braces - Seizing,Albero di trinchetto - Bracci - Legatura,,62,,0.5,12,4.04,062-ShipOf38Guns.jpg,Braces,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5633,38 guns,FORE-MAST,Fore mast - Braces - Lashing,Albero di trinchetto - Bracci - legatura,,62,,1.5,18,12.13,062-ShipOf38Guns.jpg,Braces,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5634,38 guns,FORE-MAST,Fore mast - Braces - Preventers (in War only),Albero di trinchetto - Bracci - di rispetto (solo in guerra),,62,,3,74,24.26,062-ShipOf38Guns.jpg,Braces,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5635,38 guns,FORE-MAST,Fore mast - Braces Preventer - Strapping,Albero di trinchetto - Braces di rispetto - Stroppatura,,62,,3,3,24.26,062-ShipOf38Guns.jpg,Braces Preventer,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5636,38 guns,FORE-MAST,Fore mast - Lifts,Albero di trinchetto - Amantigli,,62,,3.5,90,28.3,062-ShipOf38Guns.jpg,Lifts,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5637,38 guns,FORE-MAST,Fore mast - Lifts - Span for the Cap,Albero di trinchetto - Amantigli - Braga della testa d’albero,,62,,4.5,6.5,36.38,062-ShipOf38Guns.jpg,Lifts,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5638,38 guns,FORE-MAST,Fore mast - Lifts - Short Span,Albero di trinchetto - Amantigli - Braga corta,,62,,3.5,2.5,28.3,062-ShipOf38Guns.jpg,Lifts,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5639,38 guns,FORE-MAST,Fore mast - Lifts - Strapping,Albero di trinchetto - Amantigli - Stroppatura,,62,,4,4,32.34,062-ShipOf38Guns.jpg,Lifts,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5640,38 guns,FORE-MAST,Fore mast - Lifts - Seizing,Albero di trinchetto - Amantigli - Legatura,,62,,0.5,14,4.04,062-ShipOf38Guns.jpg,Lifts,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5641,38 guns,FORE-MAST,Fore mast - Jigger Tackle,Albero di trinchetto - Paranchino,,62,,2,30,16.17,062-ShipOf38Guns.jpg,Jigger Tackle,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5642,38 guns,FORE-MAST,Fore mast - Jigger Tackle - Strapping,Albero di trinchetto - Paranchino - Stroppatura,,62,,3,4,24.26,062-ShipOf38Guns.jpg,Jigger Tackle,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5643,38 guns,FORE-MAST,Fore mast - Truss Pendants,Albero di trinchetto - Pendenti della trozza,,62,,6,14,48.51,062-ShipOf38Guns.jpg,Truss Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5644,38 guns,FORE-MAST,Fore mast - Truss Pendants - Falls,Albero di trinchetto - Pendenti della trozza - Correnti,,62,,2.5,44,20.21,062-ShipOf38Guns.jpg,Truss Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5645,38 guns,FORE-MAST,Fore mast - Truss Pendants - Strapping,Albero di trinchetto - Pendenti della trozza - Stroppatura,,62,,3,4,24.26,062-ShipOf38Guns.jpg,Truss Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5646,38 guns,FORE-MAST,Fore mast - Truss Pendants - Eye Seizings,Albero di trinchetto - Pendenti della trozza - occhio Legature,,62,,1,11,8.09,062-ShipOf38Guns.jpg,Truss Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5647,38 guns,FORE-MAST,Fore mast - Truss Pendants - Nave Line,Albero di trinchetto - Pendenti della trozza - Cima della trozza,,62,,1.5,16,12.13,062-ShipOf38Guns.jpg,Truss Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5648,38 guns,FORE-MAST,Fore mast - Puddening the Yard worn,Albero di trinchetto - Fasciatura del pennone fasciato,,62,,6,8,48.51,062-ShipOf38Guns.jpg,Puddening the Yard,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5649,38 guns,FORE-MAST,Fore mast - Clew-garnets,Albero di trinchetto - Caricascotte,,62,2,3,59,24.26,062-ShipOf38Guns.jpg,Clew-garnets,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5650,38 guns,FORE-MAST,Fore mast - Clew-garnets - Straps about the Yard,Albero di trinchetto - Caricascotte - Stroppi attorno al pennone,,62,,3,6,24.26,062-ShipOf38Guns.jpg,Clew-garnets,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5651,38 guns,FORE-MAST,Fore mast - Clew-garnets - Strapping,Albero di trinchetto - Caricascotte - Stroppatura,,62,,3,1.5,24.26,062-ShipOf38Guns.jpg,Clew-garnets,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5652,38 guns,FORE-MAST,Fore mast - Clew-garnets - Seizing,Albero di trinchetto - Caricascotte - Legatura,,62,,0.5,12,4.04,062-ShipOf38Guns.jpg,Clew-garnets,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5653,38 guns,FORE-MAST,Fore mast - Clew-garnets - Lashing,Albero di trinchetto - Caricascotte - legatura,,62,,1,8,8.09,062-ShipOf38Guns.jpg,Clew-garnets,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5654,38 guns,FORE-MAST,Fore mast - Buntline Legs,Albero di trinchetto - Bracci delle caricaboline,,62,,2.5,42,20.21,062-ShipOf38Guns.jpg,Buntline Legs,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5655,38 guns,FORE-MAST,Fore mast - Buntline Legs - Falls,Albero di trinchetto - Bracci delle caricaboline - Correnti,,62,,2.5,42,20.21,062-ShipOf38Guns.jpg,Buntline Legs,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5656,38 guns,FORE-MAST,Fore mast - Buntline Legs - Strapping,Albero di trinchetto - Bracci delle caricaboline - Stroppatura,,62,,2.5,8,20.21,062-ShipOf38Guns.jpg,Buntline Legs,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5657,38 guns,FORE-MAST,Fore mast - Leechline Legs,Albero di trinchetto - Bracci delle caricascottine,,62,,2,43,16.17,062-ShipOf38Guns.jpg,Leechline Legs,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5658,38 guns,FORE-MAST,Fore mast - Leechline Legs - Falls,Albero di trinchetto - Bracci delle caricascottine - Correnti,,62,,2,43,16.17,062-ShipOf38Guns.jpg,Leechline Legs,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5659,38 guns,FORE-MAST,Fore mast - Leechline Legs - Strapping,Albero di trinchetto - Bracci delle caricascottine - Stroppatura,,62,,2.5,8,20.21,062-ShipOf38Guns.jpg,Leechline Legs,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5660,38 guns,FORE-MAST,Fore mast - Slablines,Albero di trinchetto - Imbroglietti,,62,,2,30,16.17,062-ShipOf38Guns.jpg,Slablines,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5661,38 guns,FORE-MAST,Fore mast - Slablines - Strapping,Albero di trinchetto - Imbroglietti - Stroppatura,,62,,2,1,16.17,062-ShipOf38Guns.jpg,Slablines,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5662,38 guns,FORE-MAST,Fore mast - Bowlines,Albero di trinchetto - Boline,,62,,3.5,48,28.3,062-ShipOf38Guns.jpg,Bowlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5663,38 guns,FORE-MAST,Fore mast - Bowlines - Bridles,Albero di trinchetto - Boline - briglie,,62,2,3.5,4,28.3,062-ShipOf38Guns.jpg,Bowlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5664,38 guns,FORE-MAST,Fore mast - Bowlines - Strapping,Albero di trinchetto - Boline - Stroppatura,,62,,3.5,4,28.3,062-ShipOf38Guns.jpg,Bowlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5665,38 guns,FORE-MAST,Fore mast - Bowlines - Seizing,Albero di trinchetto - Boline - Legatura,,62,,0.5,9,4.04,062-ShipOf38Guns.jpg,Bowlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5666,38 guns,FORE-MAST,Fore mast - Bowlines - Lashing,Albero di trinchetto - Boline - legatura,,62,,2,8,16.17,062-ShipOf38Guns.jpg,Bowlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5667,38 guns,FORE-MAST,Fore mast - Earrings,Albero di trinchetto - Legature d’angolo,,62,6,1.5,20,12.13,062-ShipOf38Guns.jpg,Earrings,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5668,38 guns,FORE-MAST,Fore mast - Sheets Cabled,Albero di trinchetto - Scotte in cavo,,62,,5,64,40.43,062-ShipOf38Guns.jpg,Sheets,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5669,38 guns,FORE-MAST,Fore mast - Sheets - Strapping,Albero di trinchetto - Scotte - Stroppatura,,62,,5,3.5,40.43,062-ShipOf38Guns.jpg,Sheets,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5670,38 guns,FORE-MAST,Fore mast - Sheets - Seizing,Albero di trinchetto - Scotte - Legatura,,62,,1,12,8.09,062-ShipOf38Guns.jpg,Sheets,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5671,38 guns,FORE-MAST,Fore mast - Sheets - Stoppers,Albero di trinchetto - Scotte - Stoppers,,62,,4,4,32.34,062-ShipOf38Guns.jpg,Sheets,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5672,38 guns,FORE-MAST,Fore mast - Tacks - Taper and Cabled,Albero di trinchetto - Mure - rastremato e in cavo,,62,2,6.5,34,52.55,062-ShipOf38Guns.jpg,Tacks,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5673,38 guns,FORE-MAST,Fore mast - Tacks - Strapping,Albero di trinchetto - Mure - Stroppatura,,62,,5,4.5,40.43,062-ShipOf38Guns.jpg,Tacks,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5674,38 guns,FORE-MAST,Fore mast - Tacks - Seizing,Albero di trinchetto - Mure - Legatura,,62,,1,8,8.09,062-ShipOf38Guns.jpg,Tacks,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5675,38 guns,FORE-MAST,Fore mast - Tacks - Stoppers,Albero di trinchetto - Mure - Stoppers,,62,,5,4.5,40.43,062-ShipOf38Guns.jpg,Tacks,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5676,38 guns,FORE-MAST,Fore mast - Tacks - Lanyards,Albero di trinchetto - Mure - Corridori,,62,,1.5,4,12.13,062-ShipOf38Guns.jpg,Tacks,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5677,38 guns,FORE-MAST,Fore mast - Gammoning the Bumkin worn,Albero di trinchetto - Trincatura del minotto fasciato,,62,,3.5,13,28.3,062-ShipOf38Guns.jpg,Gammoning the Bumkin,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5678,38 guns,FORE-MAST,Fore mast - Gammoning the Bumkin - Lanyards,Albero di trinchetto - Trincatura del minotto - Corridori,,62,2,2.5,8,20.21,062-ShipOf38Guns.jpg,Gammoning the Bumkin,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5679,38 guns,FORE-MAST,Fore mast - Lanyard for Pudden & Dolphin,Albero di trinchetto - Corridore per fasciatura & delfiniera,,62,,1,8,8.09,062-ShipOf38Guns.jpg,Lanyard for Pudden & Dolphin,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5680,38 guns,FORE-MAST,Fore mast - Slings,Albero di trinchetto - Stroppi,,62,1,9,7.5,72.77,062-ShipOf38Guns.jpg,Slings,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5681,38 guns,FORE-MAST,Fore mast - Slings - Strap,Albero di trinchetto - Stroppi - Stroppo,,62,,9,3,72.77,062-ShipOf38Guns.jpg,Slings,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5682,38 guns,FORE-MAST,Fore mast - Slings - Seizings,Albero di trinchetto - Stroppi - Legature,,62,2,1,14,8.09,062-ShipOf38Guns.jpg,Slings,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5683,38 guns,FORE-MAST,Fore mast - Slings - Lanyard,Albero di trinchetto - Stroppi - Corridore,,62,,2.5,6,20.21,062-ShipOf38Guns.jpg,Slings,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5684,38 guns,FORE-MAST,Fore mast - Stayfail Hallyard,Albero di trinchetto - Drizza della vela di straglio,,62,,3,26.5,24.26,062-ShipOf38Guns.jpg,Stayfail Hallyard,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5685,38 guns,FORE-MAST,Fore mast - Stayfail Hallyard - Sheets,Albero di trinchetto - Drizza della vela di straglio - Scotte,,62,2,2,23,16.17,062-ShipOf38Guns.jpg,Stayfail Hallyard,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5686,38 guns,FORE-MAST,Fore mast - Stayfail Hallyard - Tack,Albero di trinchetto - Drizza della vela di straglio - mura,,62,,2,2,16.17,062-ShipOf38Guns.jpg,Stayfail Hallyard,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5687,38 guns,FORE-MAST,Fore mast - Stayfail Hallyard - Downhaller,Albero di trinchetto - Drizza della vela di straglio - caricabasso,,62,,2,23,16.17,062-ShipOf38Guns.jpg,Stayfail Hallyard,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5688,38 guns,FORE-MAST,Fore mast - Stayfail Hallyard - Strapping — upper,Albero di trinchetto - Drizza della vela di straglio - Stroppatura — superiore,,62,,3,3.5,24.26,062-ShipOf38Guns.jpg,Stayfail Hallyard,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5689,38 guns,FORE-MAST,Fore mast - Stayfail Hallyard - Strapping — lower,Albero di trinchetto - Drizza della vela di straglio - Stroppatura — inferiore,,62,,2,2.5,16.17,062-ShipOf38Guns.jpg,Stayfail Hallyard,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5690,38 guns,FORE-MAST,Fore mast - Studding Sail Hallyard - Inner,Albero di trinchetto - Coltellaccio Drizza - interno,,63,,2,43,16.17,063-ShipOf38Guns.jpg,Studding Sail Hallyard,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5691,38 guns,FORE-MAST,Fore mast - Studding Sail Hallyard - Outer,Albero di trinchetto - Coltellaccio Drizza - esterno,,63,,2.5,79,20.21,063-ShipOf38Guns.jpg,Studding Sail Hallyard,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5692,38 guns,FORE-MAST,Fore mast - Studding Sail - Sheets,Albero di trinchetto - Coltellacci - Scotte,,63,,2,12,16.17,063-ShipOf38Guns.jpg,Studding Sail,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5693,38 guns,FORE-MAST,Fore mast - Studding Sail - Tacks,Albero di trinchetto - Coltellacci - Mure,,63,,2.5,57,20.21,063-ShipOf38Guns.jpg,Studding Sail,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5694,38 guns,FORE-MAST,Fore mast - Studding Sail - Strapping,Albero di trinchetto - Coltellacci - Stroppatura,,63,,2.5,14,20.21,063-ShipOf38Guns.jpg,Studding Sail,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5695,38 guns,FORE-TOP-MAST,Fore topmast - Burton Pendants,Alberetto di parrocchetto - Pendenti Burton,,63,,4,5,32.34,063-ShipOf38Guns.jpg,Burton Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5696,38 guns,FORE-TOP-MAST,Fore topmast - Burton Pendants - Falls,Alberetto di parrocchetto - Pendenti Burton - Correnti,,63,,2,46,16.17,063-ShipOf38Guns.jpg,Burton Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5697,38 guns,FORE-TOP-MAST,Fore topmast - Burton Pendants - Strapping,Alberetto di parrocchetto - Pendenti Burton - Stroppatura,,63,,3,3.5,24.26,063-ShipOf38Guns.jpg,Burton Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5698,38 guns,FORE-TOP-MAST,Fore topmast - Shrouds fine,Alberetto di parrocchetto - Sartie fini,,63,,5.5,50,44.47,063-ShipOf38Guns.jpg,Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5699,38 guns,FORE-TOP-MAST,Fore topmast - Shrouds - Seizings Eye,Alberetto di parrocchetto - Sartie - Legature occhio,,63,,0.5,16,4.04,063-ShipOf38Guns.jpg,Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5700,38 guns,FORE-TOP-MAST,Fore topmast - Shrouds - Throat,Alberetto di parrocchetto - Sartie - Gola,,63,8,0.5,49,4.04,063-ShipOf38Guns.jpg,Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5701,38 guns,FORE-TOP-MAST,Fore topmast - Shrouds - End,Alberetto di parrocchetto - Sartie - Estremità,,63,8,0.5,49,4.04,063-ShipOf38Guns.jpg,Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5702,38 guns,FORE-TOP-MAST,Fore topmast - Shrouds - Lanyards fine,Alberetto di parrocchetto - Sartie - Corridori fini,,63,8,2.5,40,20.21,063-ShipOf38Guns.jpg,Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5703,38 guns,FORE-TOP-MAST,Fore topmast - Shrouds - Ratling,Alberetto di parrocchetto - Sartie - grisella,,63,,1,80,8.09,063-ShipOf38Guns.jpg,Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
5704,38 guns,FORE-TOP-MAST,Fore topmast - Standing Backstays fine,Alberetto di parrocchetto - Paterazzi fissi fini,,63,,5.5,96,44.47,063-ShipOf38Guns.jpg,Standing Backstays,,Riletto direttamente dalla scansione Steel; nessuna stima.,951,951
