id,steel_class,section,en,it,es,page,n,circumference_in,length_fathom,real_diameter_mm,source_table,rigging_key,bounty_application,note,tonnage_min,tonnage_max,lay
4073,64 guns,MAIN-MAST,Main mast - Truss Pendants - Eye Seizings,Albero maestro - Pendenti della trozza - Legature dell’occhio,Palo mayor - Pendientes de troza - Ligadas de ojo,45,,1.5,12,12.13,045-ShipOf64Guns.jpg,Truss Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4074,64 guns,MAIN-MAST,Main mast - Truss Pendants - Nave-Line,Albero maestro - Pendenti della trozza - Cima della trozza,Palo mayor - Pendientes de troza - Cabo de cubo,45,,2,20,16.17,045-ShipOf64Guns.jpg,Truss Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4075,64 guns,MAIN-MAST,Main mast - Puddening the Yard worn,Albero maestro - Puddening del pennone in cordame usato,Palo mayor - Forro de verga — usado,45,,6,12,48.51,045-ShipOf64Guns.jpg,Puddening the Yard,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4076,64 guns,MAIN-MAST,Main mast - Clew-garnets,Albero maestro - Caricascotte,Palo mayor - Palanquines,45,2,3.5,74,28.3,045-ShipOf64Guns.jpg,Clew-garnets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4077,64 guns,MAIN-MAST,Main mast - Clew-garnets - Strap about the Yard,Albero maestro - Caricascotte - Stroppo attorno al pennone,Palo mayor - Palanquines - Estrobo alrededor de la verga,45,,3.5,8,28.3,045-ShipOf64Guns.jpg,Clew-garnets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4078,64 guns,MAIN-MAST,Main mast - Clew-garnets - Strapping,Albero maestro - Caricascotte - Stroppatura,Palo mayor - Palanquines - Estrobado,45,,3.5,1.5,28.3,045-ShipOf64Guns.jpg,Clew-garnets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4079,64 guns,MAIN-MAST,Main mast - Clew-garnets - Seizing,Albero maestro - Caricascotte - Legatura,Palo mayor - Palanquines - Ligada,45,,1,18,8.09,045-ShipOf64Guns.jpg,Clew-garnets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4080,64 guns,MAIN-MAST,Main mast - Clew-garnets - Lashing,Albero maestro - Caricascotte - Legatura di fissaggio,Palo mayor - Palanquines - Trinca,45,,1,12,8.09,045-ShipOf64Guns.jpg,Clew-garnets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4081,64 guns,MAIN-MAST,Main mast - Buntline Legs,Albero maestro - Bracci delle caricaboline,Palo mayor - Pernas de briol,45,4,3,48,24.26,045-ShipOf64Guns.jpg,Buntline Legs,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4082,64 guns,MAIN-MAST,Main mast - Buntline Legs - Falls,Albero maestro - Bracci delle caricaboline - Correnti,Palo mayor - Pernas de briol - Betas,45,2,3,56,24.26,045-ShipOf64Guns.jpg,Buntline Legs,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4083,64 guns,MAIN-MAST,Main mast - Buntline Legs - Strapping,Albero maestro - Bracci delle caricaboline - Stroppatura,Palo mayor - Pernas de briol - Estrobado,45,,3.5,12,28.3,045-ShipOf64Guns.jpg,Buntline Legs,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4084,64 guns,MAIN-MAST,Main mast - Leechline Legs,Albero maestro - Bracci dei serrapennoni,Palo mayor - Pernas de apagapenol,45,2,2.5,50,20.21,045-ShipOf64Guns.jpg,Leechline Legs,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4085,64 guns,MAIN-MAST,Main mast - Leechline Legs - Falls,Albero maestro - Bracci dei serrapennoni - Correnti,Palo mayor - Pernas de apagapenol - Betas,45,2,2.5,46,20.21,045-ShipOf64Guns.jpg,Leechline Legs,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4086,64 guns,MAIN-MAST,Main mast - Leechline Legs - Strapping,Albero maestro - Bracci dei serrapennoni - Stroppatura,Palo mayor - Pernas de apagapenol - Estrobado,45,,3,12,24.26,045-ShipOf64Guns.jpg,Leechline Legs,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4087,64 guns,MAIN-MAST,Main mast - Slablines,Albero maestro - Imbroglietti,Palo mayor - Briolines,45,2,2,40,16.17,045-ShipOf64Guns.jpg,Slablines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4088,64 guns,MAIN-MAST,Main mast - Slablines - Strapping,Albero maestro - Imbroglietti - Stroppatura,Palo mayor - Briolines - Estrobado,45,,2,1,16.17,045-ShipOf64Guns.jpg,Slablines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4089,64 guns,MAIN-MAST,Main mast - Bowlines,Albero maestro - Boline,Palo mayor - Bolinas,45,2,4.5,56,36.38,045-ShipOf64Guns.jpg,Bowlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4090,64 guns,MAIN-MAST,Main mast - Bowlines - Bridles,Albero maestro - Boline - Briglie,Palo mayor - Bolinas - Bridas,45,4,4.5,15,36.38,045-ShipOf64Guns.jpg,Bowlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4091,64 guns,MAIN-MAST,Main mast - Bowlines - Strapping,Albero maestro - Boline - Stroppatura,Palo mayor - Bolinas - Estrobado,45,,4.5,4,36.38,045-ShipOf64Guns.jpg,Bowlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4092,64 guns,MAIN-MAST,Main mast - Bowlines - Seizing,Albero maestro - Boline - Legatura,Palo mayor - Bolinas - Ligada,45,,1,4,8.09,045-ShipOf64Guns.jpg,Bowlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4093,64 guns,MAIN-MAST,Main mast - Bowlines - Lashing,Albero maestro - Boline - Legatura di fissaggio,Palo mayor - Bolinas - Trinca,45,,2,4,16.17,045-ShipOf64Guns.jpg,Bowlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4094,64 guns,MAIN-MAST,Main mast - Bowlines - Tackle,Albero maestro - Boline - Paranco,Palo mayor - Bolinas - Aparejo,45,,2.5,15,20.21,045-ShipOf64Guns.jpg,Bowlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4095,64 guns,MAIN-MAST,Main mast - Bowlines - Tackle Strapping,Albero maestro - Boline - Stroppatura del paranco,Palo mayor - Bolinas - Estrobado de aparejo,45,,3,3,24.26,045-ShipOf64Guns.jpg,Bowlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4096,64 guns,MAIN-MAST,Main mast - Earrings,Albero maestro - Borose,Palo mayor - Empuñiduras,45,,2,28,16.17,045-ShipOf64Guns.jpg,Earrings,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4097,64 guns,MAIN-MAST,Main mast - Sheets cabled,Albero maestro - Scotte commesse a cavo,Palo mayor - Escotas colchadas,45,2,6.5,82,52.55,045-ShipOf64Guns.jpg,Sheets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,LH
4098,64 guns,MAIN-MAST,Main mast - Sheets - Strapping,Albero maestro - Scotte - Stroppatura,Palo mayor - Escotas - Estrobado,45,,6.5,9,52.55,045-ShipOf64Guns.jpg,Sheets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4099,64 guns,MAIN-MAST,Main mast - Sheets - Seizing,Albero maestro - Scotte - Legatura,Palo mayor - Escotas - Ligada,45,,1.5,16,12.13,045-ShipOf64Guns.jpg,Sheets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4100,64 guns,MAIN-MAST,Main mast - Sheets - Lathers,Albero maestro - Scotte - legature,Palo mayor - Escotas - Estrobos,45,,2,6,16.17,045-ShipOf64Guns.jpg,Sheets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4101,64 guns,MAIN-MAST,Main mast - Sheets - Stoppers,Albero maestro - Scotte - Bozze,Palo mayor - Escotas - Bozas,45,,3.5,4,28.3,045-ShipOf64Guns.jpg,Sheets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4102,64 guns,MAIN-MAST,Main mast - Tacks - Taper and Cabled,Albero maestro - Mure - Rastremato e commesso a cavo,Palo mayor - Amuras - Ahusado y colchado,45,,8.5,42,68.72,045-ShipOf64Guns.jpg,Tacks,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,LH
4103,64 guns,MAIN-MAST,Main mast - Tacks - Stoppers,Albero maestro - Mure - Bozze,Palo mayor - Amuras - Bozas,45,2,5.5,4,44.47,045-ShipOf64Guns.jpg,Tacks,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4104,64 guns,MAIN-MAST,Main mast - Tacks - Lanyards,Albero maestro - Mure - Corridori,Palo mayor - Amuras - Acolladores,45,2,2,5,16.17,045-ShipOf64Guns.jpg,Tacks,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4105,64 guns,MAIN-MAST,Main mast - Lanyard for the Pudden & Dolphin,Albero maestro - Corridore per the fasciatura & delfiniera,Palo mayor - acollador for the Pudden & Dolphin,45,,2,10,16.17,045-ShipOf64Guns.jpg,Lanyard for the Pudden & Dolphin,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4106,64 guns,MAIN-MAST,Main mast - Slings,Albero maestro - Braghe,Palo mayor - Eslingas,45,1,11,9.5,88.94,045-ShipOf64Guns.jpg,Slings,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4107,64 guns,MAIN-MAST,Main mast - Slings - Strap,Albero maestro - Braghe - Stroppo,Palo mayor - Eslingas - Estrobo,45,,11,3.5,88.94,045-ShipOf64Guns.jpg,Slings,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4108,64 guns,MAIN-MAST,Main mast - Slings - Seizing,Albero maestro - Braghe - Legatura,Palo mayor - Eslingas - Ligada,45,,1.5,18,12.13,045-ShipOf64Guns.jpg,Slings,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4109,64 guns,MAIN-MAST,Main mast - Slings - Lanyard,Albero maestro - Braghe - Corridore,Palo mayor - Eslingas - Acollador,45,,3,6.5,24.26,045-ShipOf64Guns.jpg,Slings,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4110,64 guns,MAIN-MAST,Main mast - Quarter Tackle Pendants,Albero maestro - Pendenti dei paranchi di quartiere,Palo mayor - Pendientes de aparejo de cuadra,45,2,6,9,48.51,045-ShipOf64Guns.jpg,Quarter Tackle Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4111,64 guns,MAIN-MAST,Main mast - Quarter Tackle Pendants - Falls,Albero maestro - Pendenti dei paranchi di quartiere - Correnti,Palo mayor - Pendientes de aparejo de cuadra - Betas,45,2,3.5,80,28.3,045-ShipOf64Guns.jpg,Quarter Tackle Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4112,64 guns,MAIN-MAST,Main mast - Quarter Tackle Pendants - Strapping,Albero maestro - Pendenti dei paranchi di quartiere - Stroppatura,Palo mayor - Pendientes de aparejo de cuadra - Estrobado,45,,4.5,8.5,36.38,045-ShipOf64Guns.jpg,Quarter Tackle Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4113,64 guns,MAIN-MAST,Main mast - Quarter Tackle Pendants - Seizings,Albero maestro - Pendenti dei paranchi di quartiere - Legature,Palo mayor - Pendientes de aparejo de cuadra - Ligadas,45,3,1,14,8.09,045-ShipOf64Guns.jpg,Quarter Tackle Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4114,64 guns,MAIN-MAST,Main mast - Luff Tackles - .,Albero maestro - Paranchi volanti - .,Palo mayor - Aparejos de palanquín - .,45,4,3.5,180,28.3,045-ShipOf64Guns.jpg,Luff Tackles,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4115,64 guns,MAIN-MAST,Main mast - Luff Tackles - Strapping,Albero maestro - Paranchi volanti - Stroppatura,Palo mayor - Aparejos de palanquín - Estrobado,45,,4,12,32.34,045-ShipOf64Guns.jpg,Luff Tackles,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4116,64 guns,MAIN-MAST,Main mast - Luff Tackles - Seizing,Albero maestro - Paranchi volanti - Legatura,Palo mayor - Aparejos de palanquín - Ligada,45,,1,32,8.09,045-ShipOf64Guns.jpg,Luff Tackles,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4117,64 guns,MAIN-MAST,Main mast - Stayfail Stay worn,Albero maestro - Straglio della vela di straglio in cordame usato,Palo mayor - Estay de vela de estay — usado,45,,4.5,13,36.38,045-ShipOf64Guns.jpg,Stayfail Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4118,64 guns,MAIN-MAST,Main mast - Stayfail Stay - Collar,Albero maestro - Straglio della vela di straglio - Collare,Palo mayor - Estay de vela de estay - Collar,45,,3.5,2,28.3,045-ShipOf64Guns.jpg,Stayfail Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4119,64 guns,MAIN-MAST,Main mast - Stayfail Stay - Stayfail Collar Seizing,Albero maestro - Straglio della vela di straglio - Legatura del collare della vela di straglio,Palo mayor - Estay de vela de estay - Ligada del collar de vela de estay,45,,1,6,8.09,045-ShipOf64Guns.jpg,Stayfail Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4120,64 guns,MAIN-MAST,Main mast - Stayfail Stay - Stayfail Lanyard,Albero maestro - Straglio della vela di straglio - Corridore della vela di straglio,Palo mayor - Estay de vela de estay - Acollador de vela de estay,45,,1.5,4,12.13,045-ShipOf64Guns.jpg,Stayfail Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4121,64 guns,MAIN-MAST,Main mast - Stayfail Stay - Stayfail Hallyard,Albero maestro - Straglio della vela di straglio - Drizza della vela di straglio,Palo mayor - Estay de vela de estay - Driza de vela de estay,45,,3,36,24.26,045-ShipOf64Guns.jpg,Stayfail Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4122,64 guns,MAIN-MAST,Main mast - Stayfail Stay - Stayfail Sheets,Albero maestro - Straglio della vela di straglio - Scotte della vela di straglio,Palo mayor - Estay de vela de estay - Escotas de vela de estay,45,,4,14,32.34,045-ShipOf64Guns.jpg,Stayfail Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4123,64 guns,MAIN-MAST,Main mast - Stayfail Stay - Stayfail Tacks,Albero maestro - Straglio della vela di straglio - Mure della vela di straglio,Palo mayor - Estay de vela de estay - Amuras de vela de estay,45,,4,5,32.34,045-ShipOf64Guns.jpg,Stayfail Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4124,64 guns,MAIN-MAST,Main mast - Stayfail Stay - Stayfail Downhaller,Albero maestro - Straglio della vela di straglio - Caricabasso della vela di straglio,Palo mayor - Estay de vela de estay - Cargadera de vela de estay,45,,2,19,16.17,045-ShipOf64Guns.jpg,Stayfail Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4125,64 guns,MAIN-MAST,Main mast - Stayfail Stay - Stayfail Strapping — upper,Albero maestro - Straglio della vela di straglio - vela di straglio Stroppatura — superiore,Palo mayor - Estay de vela de estay - Estrobado de vela de estay — superior,45,,4,1.5,32.34,045-ShipOf64Guns.jpg,Stayfail Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4126,64 guns,MAIN-MAST,Main mast - Stayfail Stay - Stayfail Strapping — lower,Albero maestro - Straglio della vela di straglio - vela di straglio Stroppatura — inferiore,Palo mayor - Estay de vela de estay - Estrobado de vela de estay — inferior,45,,3,2,24.26,045-ShipOf64Guns.jpg,Stayfail Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4127,64 guns,MAIN-MAST,"Main mast - Studdingsail - Hallyards, Inner",Albero maestro - Coltellacci - Drizze interne,Palo mayor - Ala - Drizas interiores,45,,3,53,24.26,045-ShipOf64Guns.jpg,Studdingsail,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4128,64 guns,MAIN-MAST,"Main mast - Studdingsail - Hallyards, Outer",Albero maestro - Coltellacci - Drizze esterne,Palo mayor - Ala - Drizas exteriores,45,,3.5,92,28.3,045-ShipOf64Guns.jpg,Studdingsail,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4129,64 guns,MAIN-MAST,Main mast - Studdingsail - Sheets,Albero maestro - Coltellacci - Scotte,Palo mayor - Ala - Escotas,45,,3,50,24.26,045-ShipOf64Guns.jpg,Studdingsail,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4130,64 guns,MAIN-MAST,Main mast - Studdingsail - Tacks,Albero maestro - Coltellacci - Mure,Palo mayor - Ala - Amuras,45,,3.5,50,28.3,045-ShipOf64Guns.jpg,Studdingsail,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4131,64 guns,MAIN-MAST,Main mast - Studdingsail - Strapping,Albero maestro - Coltellacci - Stroppatura,Palo mayor - Ala - Estrobado,45,,3.5,16,28.3,045-ShipOf64Guns.jpg,Studdingsail,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4132,64 guns,MAIN-TOP-MAST,Main topmast - Burton Pendants,Alberetto di gabbia maestra - Pendenti degli stricchi,Mastelero mayor - Pendientes de aparejo Burton,45,1,5,7,40.43,045-ShipOf64Guns.jpg,Burton Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4133,64 guns,MAIN-TOP-MAST,Main topmast - Burton Pendants - Falls,Alberetto di gabbia maestra - Pendenti degli stricchi - Correnti,Mastelero mayor - Pendientes de aparejo Burton - Betas,45,,2.5,54,20.21,045-ShipOf64Guns.jpg,Burton Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4134,64 guns,MAIN-TOP-MAST,Main topmast - Burton Pendants - Strapping,Alberetto di gabbia maestra - Pendenti degli stricchi - Stroppatura,Mastelero mayor - Pendientes de aparejo Burton - Estrobado,45,,3.5,4,28.3,045-ShipOf64Guns.jpg,Burton Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4135,64 guns,MAIN-TOP-MAST,Main topmast - Shrouds fine,Alberetto di gabbia maestra - Sartie di filato fine,Mastelero mayor - Obenques finos,45,,6.5,106,52.55,045-ShipOf64Guns.jpg,Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4136,64 guns,MAIN-TOP-MAST,Main topmast - Shrouds - Seizings Eye,Alberetto di gabbia maestra - Sartie - Legature dell’occhio,Mastelero mayor - Obenques - Ligadas de ojo,45,4,1,24,8.09,045-ShipOf64Guns.jpg,Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4137,64 guns,MAIN-TOP-MAST,Main topmast - Shrouds - Throat,Alberetto di gabbia maestra - Sartie - Gola,Mastelero mayor - Obenques - Boca,45,8,1,42,8.09,045-ShipOf64Guns.jpg,Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4138,64 guns,MAIN-TOP-MAST,Main topmast - Shrouds - End,Alberetto di gabbia maestra - Sartie - Estremità,Mastelero mayor - Obenques - Extremo,45,8,0.5,36,4.04,045-ShipOf64Guns.jpg,Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4139,64 guns,MAIN-TOP-MAST,"Main topmast - Shrouds - Lanyards, fine",Alberetto di gabbia maestra - Sartie - Corridori di filato fine,Mastelero mayor - Obenques - Acolladores finos,45,8,3.5,60,28.3,045-ShipOf64Guns.jpg,Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4140,64 guns,MAIN-TOP-MAST,Main topmast - Shrouds - Ratling,Alberetto di gabbia maestra - Sartie - Grisella,Mastelero mayor - Obenques - Flechaste,45,,1,145,8.09,045-ShipOf64Guns.jpg,Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4141,64 guns,MAIN-TOP-MAST,Main topmast - Standing Backstays fine,Alberetto di gabbia maestra - Paterazzi fissi di filato fine,Mastelero mayor - Burdas fijas finas,45,,6.5,113,52.55,045-ShipOf64Guns.jpg,Standing Backstays,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4142,64 guns,MAIN-TOP-MAST,Main topmast - Standing Backstays - Seizings Eye,Alberetto di gabbia maestra - Paterazzi fissi - Legature dell’occhio,Mastelero mayor - Burdas fijas - Ligadas de ojo,45,3,1,21,8.09,045-ShipOf64Guns.jpg,Standing Backstays,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4143,64 guns,MAIN-TOP-MAST,Main topmast - Standing Backstays - Throat,Alberetto di gabbia maestra - Paterazzi fissi - Gola,Mastelero mayor - Burdas fijas - Boca,45,,1,21,8.09,045-ShipOf64Guns.jpg,Standing Backstays,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4144,64 guns,MAIN-TOP-MAST,Main topmast - Standing Backstays - End,Alberetto di gabbia maestra - Paterazzi fissi - Estremità,Mastelero mayor - Burdas fijas - Extremo,45,,0.5,18,4.04,045-ShipOf64Guns.jpg,Standing Backstays,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4145,64 guns,MAIN-TOP-MAST,"Main topmast - Standing Backstays - Lanyards, fine",Alberetto di gabbia maestra - Paterazzi fissi - Corridori di filato fine,Mastelero mayor - Burdas fijas - Acolladores finos,45,,3.5,20,28.3,045-ShipOf64Guns.jpg,Standing Backstays,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4146,64 guns,MAIN-TOP-MAST,Main topmast - Breast Backstay Runners,Alberetto di gabbia maestra - Corridori dei paterazzi laterali,Mastelero mayor - Corredores de burdas de través,45,2,4,8,32.34,045-ShipOf64Guns.jpg,Breast Backstay Runners,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4147,64 guns,MAIN-TOP-MAST,Main topmast - Breast Backstay Runners - Falls,Alberetto di gabbia maestra - Corridori dei paterazzi laterali - Correnti,Mastelero mayor - Corredores de burdas de través - Betas,45,2,2.5,18,20.21,045-ShipOf64Guns.jpg,Breast Backstay Runners,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4148,64 guns,MAIN-TOP-MAST,Main topmast - Breast Backstay Runners - Strapping,Alberetto di gabbia maestra - Corridori dei paterazzi laterali - Stroppatura,Mastelero mayor - Corredores de burdas de través - Estrobado,45,,3,3,24.26,045-ShipOf64Guns.jpg,Breast Backstay Runners,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4149,64 guns,MAIN-TOP-MAST,"Main topmast - Stay Cabled 4 Strands, fine","Alberetto di gabbia maestra - Straglio commesso a cavo 4 legnoli, di filato fine",Mastelero mayor - Estay colchado fino de 4 cordones,45,,7.5,22.5,60.64,045-ShipOf64Guns.jpg,Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,LH
4150,64 guns,MAIN-TOP-MAST,"Main topmast - Stay - Collar, fine",Alberetto di gabbia maestra - Straglio - Collare di filato fine,Mastelero mayor - Estay - Collar fino,45,,6.5,3.5,52.55,045-ShipOf64Guns.jpg,Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4151,64 guns,MAIN-TOP-MAST,Main topmast - Stay - Tackle,Alberetto di gabbia maestra - Paranco di straglio,Mastelero mayor - Estay - Aparejo,45,,3,22,24.26,045-ShipOf64Guns.jpg,Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4152,64 guns,MAIN-TOP-MAST,Main topmast - Stay - Tackle Strapping,Alberetto di gabbia maestra - Paranco di straglio Stroppatura,Mastelero mayor - Estay - Estrobado de aparejo,45,,4,3,32.34,045-ShipOf64Guns.jpg,Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4153,64 guns,MAIN-TOP-MAST,Main topmast - Stay - Tackle Seizing,Alberetto di gabbia maestra - Paranco di straglio Legatura,Mastelero mayor - Estay - Ligada de aparejo,45,,1.5,6,12.13,045-ShipOf64Guns.jpg,Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4154,64 guns,MAIN-TOP-MAST,Main topmast - Stay - Lashing,Alberetto di gabbia maestra - Straglio - Legatura di fissaggio,Mastelero mayor - Estay - Trinca,45,,2,6,16.17,045-ShipOf64Guns.jpg,Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4155,64 guns,MAIN-TOP-MAST,Main topmast - Preventer Stay Cabled 4 Str. fine,"Alberetto di gabbia maestra - Straglio di rispetto a 4 legnoli commesso a cavo, di filato fine",Mastelero mayor - Estay de respeto colchado fino de 4 cordones,45,,6,22,48.51,045-ShipOf64Guns.jpg,Preventer Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,LH
4156,64 guns,MAIN-TOP-MAST,"Main topmast - Preventer Stay - Collar, fine",Alberetto di gabbia maestra - Straglio di rispetto - Collare di filato fine,Mastelero mayor - Estay de respeto - Collar fino,45,,5,3,40.43,045-ShipOf64Guns.jpg,Preventer Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4157,64 guns,MAIN-TOP-MAST,Main topmast - Preventer Stay - Tackle,Alberetto di gabbia maestra - Straglio di rispetto - Paranco,Mastelero mayor - Estay de respeto - Aparejo,45,,2.5,18,20.21,045-ShipOf64Guns.jpg,Preventer Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4158,64 guns,MAIN-TOP-MAST,Main topmast - Preventer Stay - Tackle Strapping,Alberetto di gabbia maestra - Straglio di rispetto - Stroppatura del paranco,Mastelero mayor - Estay de respeto - Estrobado de aparejo,45,,3.5,3,28.3,045-ShipOf64Guns.jpg,Preventer Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4159,64 guns,MAIN-TOP-MAST,Main topmast - Preventer Stay - Tackle Seizing,Alberetto di gabbia maestra - Straglio di rispetto - Legatura del paranco,Mastelero mayor - Estay de respeto - Ligada de aparejo,45,,1,8,8.09,045-ShipOf64Guns.jpg,Preventer Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4160,64 guns,MAIN-TOP-MAST,Main topmast - Preventer Stay - Lashing the Collar,Alberetto di gabbia maestra - Straglio di rispetto - Legatura di fissaggio del collare,Mastelero mayor - Estay de respeto - Trinca del collar,45,,1.5,6,12.13,045-ShipOf64Guns.jpg,Preventer Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
4161,64 guns,MAIN-TOP-MAST,Main topmast - Shifting Backstays fine,Alberetto di gabbia maestra - Paterazzi volanti di filato fine,Mastelero mayor - Burdas volantes finas,45,,6.5,37,52.55,045-ShipOf64Guns.jpg,Shifting Backstays,,Riletto direttamente dalla scansione Steel; nessuna stima.,1369,1369,RH
